CityTown,Location,County,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,Tear Gas,,,,,,,,,,
Macon,Tattnall Square Park,,GA,US,2020-07-11,hundreds,200,,200,,,Former Mercer Univeristy football players,"antiracism; to build unity, support black businesses and foster conversations about racism and police brutality",0,rally,0,0,0,0,1,1,https://www.macon.com/news/local/article244163337.html,,,,,,,,,,,,,,
Mendon,Behind a Mendon Church,,MA,US,2020-07-11,,,,,,,general protesters,antiracism; in protest of a BLM banner being taken down,0,rally,0,0,0,0,1,1,https://whdh.com/news/mendon-church-holds-rally-after-black-lives-matter-banner-torn-down/,,,,,,,,,,,,,,
Milwaukee,outside St. Francis of Assisi Catholic Church,,WI,US,2020-07-11,hundreds,200,,200,,,Archdiocese of Milwaukee's Black Catholic Ministry Commission,,0,march,0,0,0,0,1,1,https://www.jsonline.com/story/news/local/milwaukee/2020/07/11/racism-sin-milwaukees-black-catholics-march-racial-justice/5421917002/,,,,,,,,,,,,,,
Nashville,Legislative Plaza,,TN,US,2020-07-11,,,,,,,general protestors,"against racism, for removal of police chief, for defunding police, for demilitarizing police, for removal of Confederate statues",1,occupation,6,0,0,0,1,1,https://www.nashvillescene.com/news/pith-in-the-wind/article/21143995/a-look-back-on-the-peoples-plaza-protest,,,,,,,,,,,,,,
New York,Brooklyn; McCarren Park,Kings,NY,US,2020-07-11,,,,,,,general protesters,antiracism; against police brutality,1,protest,,,,,1,1,justiceforgeorgenyc Instagram,,,,,,,,,,,,,,
New York,Brooklyn; Grand Army Plaza,Kings,NY,US,2020-07-11,,,,,,,general protesters,antiracism; against police brutality,1,protest,,,,,0,1,justiceforgeorgenyc Instagram,,,,,,,,,,,,,,
New York,Brooklyn; Grand Army Plaza,Kings,NY,US,2020-07-11,,,,,,,general protesters,antiracism; against police brutality,1,protest,,,,,0,1,justiceforgeorgenyc Instagram,,,,,,,,,,,,,,
New York,Brooklyn; Bay Ridge Ave and 13th Ave,Kings,NY,US,2020-07-11,,,,,,,general protesters,antiracism; against police brutality,1,protest,,,,,0,1,justiceforgeorgenyc Instagram,,,,,,,,,,,,,,
New York,Brooklyn; 92-94 Rockaway Beach Blvd.,Kings,NY,US,2020-07-11,,,,,,,general protesters,antiracism; against police brutality,1,protest,,,,,0,1,justiceforgeorgenyc Instagram,,,,,,,,,,,,,,
New York,Brooklyn; Grand Army Plaza,Kings,NY,US,2020-07-11,,,,,,,general protesters,antiracism; against police brutality,1,protest,,,,,0,1,justiceforgeorgenyc Instagram,,,,,,,,,,,,,,
New York,Brooklyn; Irving Square Park,Kings,NY,US,2020-07-11,,,,,,,general protesters,antiracism; against police brutality,1,protest,,,,,0,1,justiceforgeorgenyc Instagram,,,,,,,,,,,,,,
New York,Brooklyn; Brooklyn Museum,Kings,NY,US,2020-07-11,,,,,,,general protesters,antiracism; against police brutality,1,protest,,,,,0,1,justiceforgeorgenyc Instagram,,,,,,,,,,,,,,
New York,Brooklyn; McCarren Park,Kings,NY,US,2020-07-11,,,,,,,general protesters,antiracism; against police brutality,1,vigil,,,,,0,1,justiceforgeorgenyc Instagram,,,,,,,,,,,,,,
New York,Bronx; 149th and Morris Ave,Bronx,NY,US,2020-07-11,,,,,,,general protesters,antiracism; against police brutality,1,protest,,,,,0,1,justiceforgeorgenyc Instagram,,,,,,,,,,,,,,
New York,Manhattan; St. Nicholas Park,New York,NY,US,2020-07-11,,,,,,,general protesters,antiracism; against police brutality,1,protest,,,,,0,1,justiceforgeorgenyc Instagram,,,,,,,,,,,,,,
New York,Manhattan; Washington Square Park,New York,NY,US,2020-07-11,,,,,,,general protesters,antiracism; against police brutality,1,protest,,,,,0,1,justiceforgeorgenyc Instagram,,,,,,,,,,,,,,
New York,Manhattan; Columbus Circle,New York,NY,US,2020-07-11,,,,,,,general protesters,antiracism; against police brutality,1,vigil,,,,,0,1,justiceforgeorgenyc Instagram,,,,,,,,,,,,,,
New York,Manhattan; Carl Schurz Park,New York,NY,US,2020-07-11,,,,,,,general protesters,antiracism; against police brutality,1,protest,,,,,0,1,justiceforgeorgenyc Instagram,,,,,,,,,,,,,,
North Conway,Schouler Park,,NH,US,2020-07-11,,,,,,,general protesters,"against police brutality toward Black people, supporting Black Lives Matter",1,protest,,,,,1,1,https://www.conwaydailysun.com/news/local/teens-plan-protest-saturday-in-schouler-park/article_5e1b454e-bfa1-11ea-8372-53d37c6cd434.html,,,,,,,,,,,,,,
Novato,Slade Park,,CA,US,2020-07-11,,,,,,,local youth,antiracism; against police brutality,1,protest,,,,,1,1,https://patch.com/california/novato/calendar/event/20200711/855165/novato-young-adults-and-youth-organize-peaceful-protest-to-fight,https://www.instagram.com/p/CCLGDlbBUij/,,,,,,,,,,,,,
Orange Park,Blanding Boulevard,,FL,US,2020-07-11,dozens,24,,24,,,general protesters,antiracism; asking for equal treatment from law enforcement,0,protest,0,0,0,0,1,1,https://www.news4jax.com/news/local/2020/07/11/black-lives-matter-blue-lives-matter-protesters-peacefully-face-off-in-clay-county/,,,,,,,,,,,,,,
Oswego,Oswego Village Hall,,IL,US,2020-07-11,more than 60,60,,60,,,Oswego Presbyterian Church,To foster racial equality throughout the Fox Valley area,0,prayer rally,0,0,0,0,1,1,https://www.chicagotribune.com/suburbs/aurora-beacon-news/ct-abn-oswego-unity-rally-st-0713-20200711-asxjrgm4und2ngakcggywtlqee-story.html,,,,,,,,,,,,,,
Palo Alto,Foothills Park,,CA,US,2020-07-11,,,,,,,youth protestors,"antiracism; call for ""desegragation"" of Foothills Park",1,protest,,,,,1,1,https://sf.funcheap.com/free-park-march-students/,,,,,,,,,,,,,,
Parkland,Outside the high school,,FL,US,2020-07-11,,,,,,,Change the Ref,"antiracism; against police brutality, Black Lives Matter",0,protest,0,0,0,0,1,1,https://miami.cbslocal.com/2020/07/11/black-lives-matter-protest-held-in-parkland/,,,,,,,,,,,,,,
Pasadena,Tick Neck Park,,MD,US,2020-07-11,nearly 100,100,,100,,,general protesters,"against racism, against police violence",1,protest,,,,,1,1,https://www.washingtonpost.com/local/maryland-news/anne-arundel-pasadena-black-lives-matter/2020/09/15/7dd0449a-d651-11ea-930e-d88518c57dcc_story.html,,,#HearTheYouth rally,,,,,,,,,,,
Pittsburgh,,Allegheny,PA,US,2020-07-11,,,,,,,general protesters,antiracism; against police brutality,1,protest,,,,,1,1,https://twitter.com/1hood/status/1282036953907695617?,,,,,,,,,,,,,,
Pittsburgh,Strip District into Lawrenceville,,PA,US,2020-07-11,hundreds,200,,200,,,Black Young Educated,antiracism; police reform,0,march,0,0,0,0,0,1,https://www.wtae.com/article/hundreds-of-protesters-march-through-the-lawrenceville-for-civil-saturday/33284704,,,,,,,,,,,,,,
Quitman,Clarke County Courthouse,Clarke,MS,US,2020-07-11,,,,,,,"Dr. Martin Luther King, Jr. Committee of the Pine Belt","against racial injustice, against police brutality",1,march,,,,,1,1,https://www.meridianstar.com/news/local_news/unity-march-planned-for-july-11-in-quitman/article_7c1d0457-bfd2-5406-b9b6-2bfce4b4f03f.html,,,,,,,,,,,,,,
Salem,Court Street,,OR,US,2020-07-11,about 100,100,,100,,,general protesters,"""War on Racism""; dismantling racism in existing societal structures",0,rally,0,0,0,0,1,1,https://www.statesmanjournal.com/story/news/2020/07/11/salem-oregon-capitol-protests-black-lives-matter-rally-police/5420691002/,,,,,,,,,,,,,,
San Francisco,Ferry Plaza (South Tower),,CA,US,2020-07-11,,,,,,,general protestors,anti systemic racism; anti US pandemic response,1,protest,,,,,1,1,https://sf.funcheap.com/peoples-emergency-rally-sfs-ferry-plaza/,,,,,,,,,,,,,,
San Ramon,Chevron Headquarters,,CA,US,2020-07-11,approximately 25,25,,25,,,general protestors,antiracism; end environmental racism,1,protest,,,,,1,1,https://www.instagram.com/p/CCLGk5yha-U/,https://www.thecalifornianpaper.com/2020/07/bay-area-residents-protest-environmental-racism-police-brutality-at-chevron-world-headquarters/,,,,,,,,,,,,,
Santa Rosa ,Santa Rose Junior College,,CA,US,2020-07-11,,,,,,,student protestors,antiracism; pro LGBTQ rights; anti youth incarceration,1,protest,,,,,1,1,https://www.instagram.com/p/CCbIKUChz1X/,,,,,,,,,,,,,,
Savannah,Yamacraw Village church,,GA,US,2020-07-11,at least 60,60,,60,,,general protesters,"""stop the violence"" against gun violence",0,rally,0,0,0,0,1,1,https://www.savannahnow.com/news/20200711/diverse-faces-of-savannah-come-together-for-rally-against-violence,,,,,,,,,,,,,,
Stamford,Scalzi Park to Stamford Police Headquarters,,CT,US,2020-07-11,hundreds,200,,200,,,Black Lives Matter,justice for Steven Barrier who died in police custody; police reform,0,"protest, march",0,0,0,0,1,1,https://www.stamfordadvocate.com/local/article/Demonstrators-demand-changes-in-name-of-Black-15402065.php?src=sthpcp,,,,,,,,,,,,,,
Taneytown,outside the Taneytown police station,Carroll,MD,US,2020-07-11,about 50,50,,50,,,general protesters,antiracism; against police brutality,1,protest,0,0,0,0,1,1,https://www.washingtonpost.com/local/yes-even-in-small-single-stoplight-towns-theyre-saying-his-name/2020/07/13/1abae5a6-c4a2-11ea-b037-f9711f89ee46_story.html,,,,,,,,,,,,,,
Torrance,Torrance's Wilson Park,,CA,US,2020-07-11,,,,,,,coalition of Souther Californian Asian American organizations,antiracism,0,rally,,,,,1,1,https://www.dailynews.com/2020/07/09/torrance-rally-saturday-july-11-to-mark-1-month-since-viral-racist-incident/,,,,,,,,,,,,,,
Vacaville,Police Department and City Hall,,CA,US,2020-07-11,,,,,,,general protestors,antiracism; against police brutality,1,protest,,,,,1,1,https://www.instagram.com/p/CCd4VCuBOvY/,,,,,,,,,,,,,,
Vallejo,City Hall to Police Station,,CA,US,2020-07-11,hundreds,200,,200,,,Black Lives Matter,justice for Sean Monterossa and others killed by Vallejo Police Department,0,"rally, march",0,0,0,0,0,1,https://www.timesheraldonline.com/2020/07/11/vallejo-has-first-march-protest-since-release-of-sean-monterrosa-shooting-footage/,,,,,,,,,,,,,,
Walnut Creek,Civic Park,,CA,US,2020-07-11,,,,,,,general protestors,antiracism; against police brutality,1,skate protest,,,,,1,1,https://www.instagram.com/p/CCAmlxAB5kY/,,,,,,,,,,,,,,
Williamsburg,Merchants Square,,VA,US,2020-07-11,,,,,,,general protesters,"against racism, against police brutality",1,protest,,,,,1,1,https://www.wtkr.com/sports/tribe-sprinter-felecia-hayes-hosts-protests-every-week-for-4-months-straight,,,,,,,,,,,,,,
Wilmington,Rodney Sqaure to Carvel State Office Building,,DE,US,2020-07-11,dozens,24,,24,,,general protesters,antiracism; calling for the reopening of the Jeremy McDole case who was shot by police in 2015,0,protest; march,0,0,0,0,1,1,https://www.delawareonline.com/story/news/2020/07/11/jeremy-mcdole-protesters-march-wilmington-saturday-demand-justice-protests-delaware-police-shooting/5409408002/,,,,,,,,,,,,,,
Antioch,City Park to Police Department,,CA,US,2020-07-12,,,,,,,general protestors,antiracism; against police brutality,1,march,,,,,1,1,https://www.instagram.com/p/CCIZe4mhReD/,,,,,,,,,,,,,,
Bowling Green,Circus Square Park,,KY,US,2020-07-12,dozens,24,,24,,,BG Freedom Walkers,"antiracism; against racial injustice, violence and discrimination",0,march,0,0,0,0,1,1,https://www.bgdailynews.com/news/slide-show-community-members-march-in-silence-against-racial-injustice-violence/collection_c74d6ff4-4d04-5614-b2ff-d52c5391de1f.html#8,,,,,,,,,,,,,,
College Station,Texas A&M's campus,,TX,US,2020-07-12,more than 100,100,,100,,,Aggies of Color Coalition,Black Lives Matter and in support of the Sul Ross statue,0,protest,0,0,0,0,1,1,https://theeagle.com/news/local/watch-now-opposing-sides-debate-texas-a-m-s-sul-ross-statue-at-sunday-protest/article_87ad05a8-c4b2-11ea-8802-fb77f6b837a4.html,,,,,,,,,,,,,,
DeFuniak Springs,outside the courthouse,,FL,US,2020-07-12,about 75,75,,75,,,general protesters,antiracism; against Confederate monument and flag and in support of social justice,0,march,0,0,0,0,1,1,https://www.wctv.tv/2020/07/13/defuniak-springs-locals-protest-confederate-monument-and-flag//,,,,,,,,,,,,,,
Grand Rapids,Fulton Street,,MI,US,2020-07-12,about 100,100,,100,,,general protesters,antiracism; in support of the live of Breonna Taylor,0,protest,5,0,0,0,1,1,https://www.fox17online.com/news/local-news/grand-rapids/unpermitted-pop-up-protest-leads-to-five-arrests-in-grand-rapids,,,,,,,,,,,,,,
Ithaca,Ithaca Commons,,NY,US,2020-07-12,,,,,,,general protesters,"against racism, against police violence, for resignation of police officers",1,rally; march,,,,,1,1,https://ithacavoice.com/2020/07/truth-and-justice-rally-presents-second-open-letter-to-ipd-calls-for-officer-resignations/,,,,,,,,,,,,,,
Marquette,In front of Huron Bakery,,MI,US,2020-07-12,,,,,,,Social Justice for Us,In protest of bakery owners offensive racial remarks on Facebook,0,protest,0,0,0,0,1,1,https://www.uppermichiganssource.com/2020/07/13/peaceful-protest-gets-tense-at-local-marquette-bakery/,,,,,,,,,,,,,,
Martinez,Contra Costa Superior Court to Waterfront Park,,CA,US,2020-07-12,between 1500 and 2000,1500,,2000,,,Together We Stand,antiracism; against white supremacy,1,protest,0,0,0,0,1,1,https://www.instagram.com/p/CCXsJhWB_h-/,https://www.instagram.com/p/CCIaC_nBaBi/,https://sanfrancisco.cbslocal.com/2020/07/12/july12-blm-protest-martinez/,,,,,,,,,,,,
Middleton,Middleton High School to city hall,,WI,US,2020-07-12,hundreds,200,,200,,,general protesters,antiracism; to raise awareness about systemic racism,0,march,0,0,0,0,1,1,https://www.channel3000.com/we-want-to-make-sure-racists-have-no-place-to-go-hundreds-join-middleton-march-for-black-lives/,,,,,,,,,,,,,,
Moscow,East City Park to Friendship Square,,ID,US,2020-07-12,more than 100,100,,100,,,Moscow Anti-Racism Alliance,antiracism; against racial injustices and police brutality,0,march,0,0,0,0,1,1,https://dnews.com/local/it-s-not-over-protesters-vow/article_ac53c60a-ba39-54c3-80dc-d288960fa9d8.html,,,,,,,,,,,,,,
Nashville,Legislative Plaza,,TN,US,2020-07-12,,,,,,,general protestors,"against racism, for removal of police chief, for defunding police, for demilitarizing police, for removal of Confederate statues",1,occupation,0,0,0,0,1,1,https://www.nashvillescene.com/news/pith-in-the-wind/article/21143995/a-look-back-on-the-peoples-plaza-protest,,,,,,,,,,,,,,
New Smyrna Beach,Corner of State Road 44 and Old Mission Road,,FL,US,2020-07-12,,,,,,,general protesters,antiracism; denounce racism,0,protest,0,0,0,0,1,1,https://www.news-journalonline.com/picture-gallery/news/2020/07/13/new-smyrna-beachrsquos-sunday-protest-starts-with-sign-making-in-the-park/112727938/,,,,,,,,,,,,,,
Olympia,Outside Olympia City Hall,,WA,US,2020-07-12,dozens,24,,24,,,general protesters,antiracism; against white supremacy,0,protest,2,1,0,0,1,1,https://www.thenewstribune.com/news/local/crime/article244201737.html,,,,,,,,,,,,,,
Roanoke,Elmwood Park,,VA,US,2020-07-12,,,,,,,general protesters,antiracism; in support of police reform ,0,protest,0,0,0,0,1,1,https://www.wdbj7.com/2020/07/12/people-protest-on-wheels-sunday-for-police-reform/,,,,,,,,,,,,,,
St. Louis,St. Louis City Hall,,MO,US,2020-07-12,about 150,150,,150,,,general protesters,antiracism; call for the resignation of Mayor Lyda Krewson,0,protest,7,0,2,0,1,1,https://www.newstribune.com/news/local/story/2020/jul/13/7-arrested-2-officers-injured-as-police-clear-out-protest/834138/,,,,,,,,,,,,,,
St. Paul,St. Paul University Avenue to State Capitol,,MN,US,2020-07-12,1000,1000,,1000,,,general protesters,antiracism; demanding justice for loved ones and accountability from police,0,march,0,0,0,0,1,1,https://www.startribune.com/mothers-from-across-the-country-march-in-st-paul-for-justice/571736932/,,,,,,,,,,,,,,
St. Petersburg,Under the Janet Echelam sculpture,,FL,US,2020-07-12,,,,,,,general protesters,antiracism; against white supremacy,0,protest,0,0,0,0,1,1,https://www.tampabay.com/life-culture/2020/07/13/clergy-attended-st-petersburg-protest-on-a-sunday-no-cursing-allowed/,,,,,,,,,,,,,,
Berkeley,Sankofa/Bushrod Park to Police Station,,CA,US,2020-07-13,,,,,,,general protestors,antiracism; defund the police,1,camp out,,,,,1,1,https://www.instagram.com/p/CCR0HgRB6El/,,,,,,,,,,,,,,
Fremont,,,CA,US,2020-07-13,,,,,,,Southern Alameda County Resistance Network; Renegade Feedings; DefundFPD; Resistance SF; BLM Trivalley; Rise Coalition; Calma; Fremont for Black Lives; Urban Peace Movement; Norcal Resistance; Direct Action Everywhere; Signal Boost Art Collective,antiracism; against white supremacy,1,"protest, caravan",,,,,1,1,https://www.instagram.com/p/CCkqHyRBaLw/,,,,,,,,,,,,,,
Jeffersonville,In front of the Clark County Building,,IN,US,2020-07-13,about 25,25,,25,,,general protesters,antiracism; protesting the death of Malcom Williams who was shot by police during a traffic stop,0,protest,0,0,0,0,1,1,https://www.newsandtribune.com/news/mother-of-man-shot-during-traffic-stop-leads-demonstration-in-jeffersonville/article_c19a593c-c548-11ea-a5e4-87af9d14dcac.html,,,,,,,,,,,,,,
Louisville,Metro Hall,Jefferson,KY,US,2020-07-13,,,,,,,general protesters,antiracism; against police brutality; remember Breonna Taylor,1,protest,,,,,1,1,https://twitter.com/SenaitTV/status/1282684167008989186,,,,,,,,,,,,,,
Louisville,Attorney General's house,Jefferson,KY,US,2020-07-13,more than 100,100,,100,,,general protesters,justice for Breonna Taylor,1,protest,87,0,0,0,1,1,https://www.whas11.com/article/news/investigations/breonna-taylor-case/porsha-williams-kenny-stills-tamika-mallory-ybn-cordae-arrested-in-kentucky-protest/417-dea63260-f80c-40bb-b070-52a1dbf27f8a,https://www.nytimes.com/2020/07/15/us/protesters-arrested-breonna-taylor-kentucky.html,,,,,,,,,,,,,
Nashville,Legislative Plaza,,TN,US,2020-07-13,,,,,,,general protestors,"against racism, for removal of police chief, for defunding police, for demilitarizing police, for removal of Confederate statues",1,occupation,0,0,0,0,1,1,https://www.nashvillescene.com/news/pith-in-the-wind/article/21143995/a-look-back-on-the-peoples-plaza-protest,,,,,,,,,,,,,,
Newark,,,CA,US,2020-07-13,,,,,,,Southern Alameda County Resistance Network; Renegade Feedings; DefundFPD; Resistance SF; BLM Trivalley; Rise Coalition; Calma; Fremont for Black Lives; Urban Peace Movement; Norcal Resistance; Direct Action Everywhere; Signal Boost Art Collective,antiracism; against white supremacy,1,"protest, caravan",,,,,1,1,https://www.instagram.com/p/CCkqHyRBaLw/,,,,,,,,,,,,,,
Philadelphia,from City Hall to the School District of Philadelphia's offices,,PA,US,2020-07-13,,,,,,,Racial Justice Organizing Committee; Melanated Educators Collective; Black Lives Matter Philly,to address issues of racial equity within schools,0,march,0,0,0,0,1,1,https://www.phillytrib.com/news/local_news/students-teachers-march-for-racial-equity-reform-in-philly-schools/article_4b6fcf43-bbc0-5a84-b1fd-217b6ab096e6.html#/questions,,,,,,,,,,,,,,
Sarasota,Martin Luther King Jr. Way and North Tamiami Trail,,FL,US,2020-07-13,about a dozen,12,,12,,,general protesters,antiracism; for racial equality,0,protest,0,0,0,0,1,1,https://www.heraldtribune.com/picture-gallery/news/2020/07/13/street-corner-protesters-shout-calls-for-equality-in-sarasota/42009201/,,,,,,,,,,,,,,
Shreveport,outside the Caddo Parish Courthouse,,LA,US,2020-07-13,,,,,,,general protesters,against police brutality and in favor of racial equality,0,march; gathering,0,0,0,0,1,1,https://www.shreveporttimes.com/story/news/local/2020/07/13/xpress-yourself-artists-protest-caddo-courthouse/5420969002/,,,,,,,,,,,,,,
Springfield,the city's Court Square,,MA,US,2020-07-13,,,,,,,general protesters,addressing the treatment of people of color in the justice system ,0,rally,0,0,0,0,1,1,https://www.masslive.com/news/2020/07/public-defenders-in-springfield-host-justice-focused-black-lives-matter-rally-as-courts-cautiously-reopen-amid-the-pandemic.html,,,,,,,,,,,,,,
Syracuse,In front of City Hall,,NY,US,2020-07-13,,,,,,,Rebirth SYR,antiracism; reform the policing throughout the community,0,protest,0,0,0,0,1,1,https://www.youtube.com/watch?v=kJ-6p3gc5qA,,,,,,,,,,,,,,
Union City,,,CA,US,2020-07-13,,,,,,,Southern Alameda County Resistance Network; Renegade Feedings; DefundFPD; Resistance SF; BLM Trivalley; Rise Coalition; Calma; Fremont for Black Lives; Urban Peace Movement; Norcal Resistance; Direct Action Everywhere; Signal Boost Art Collective,antiracism; against white supremacy,1,"protest, caravan",,,,,1,1,https://www.instagram.com/p/CCkqHyRBaLw/,,,,,,,,,,,,,,
Concord,Concord Termina Shopping Center,,CA,US,2020-07-14,,,,,,,general protestors,antiracism; against police brutality,1,protest,,,,,1,1,https://www.instagram.com/p/CCkft3KhbYG/,,,,,,,,,,,,,,
El Cerrito,El Cerrito Plaza BART,,CA,US,2020-07-14,,,,,,,local protestors,antiracism; seek police reform,1,protest,,,,,1,1,https://sf.funcheap.com/justice-peace-black-lives-matter-caravan/,,,,,,,,,,,,,,
Nashville,Legislative Plaza,,TN,US,2020-07-14,,,,,,,general protestors,"against racism, for removal of police chief, for defunding police, for demilitarizing police, for removal of Confederate statues",1,occupation,0,0,0,0,1,1,https://www.nashvillescene.com/news/pith-in-the-wind/article/21143995/a-look-back-on-the-peoples-plaza-protest,,,,,,,,,,,,,,
Nashville,Legislative Plaza,,TN,US,2020-07-15,,,,,,,general protestors,"against racism, for removal of police chief, for defunding police, for demilitarizing police, for removal of Confederate statues",1,occupation,0,0,0,0,1,1,https://www.nashvillescene.com/news/pith-in-the-wind/article/21143995/a-look-back-on-the-peoples-plaza-protest,,,,,,,,,,,,,,
Nashville,Legislative Plaza,,TN,US,2020-07-16,,,,,,,general protestors,"against racism, for removal of police chief, for defunding police, for demilitarizing police, for removal of Confederate statues",1,occupation,0,0,0,0,1,1,https://www.nashvillescene.com/news/pith-in-the-wind/article/21143995/a-look-back-on-the-peoples-plaza-protest,,,,,,,,,,,,,,
Berkeley,Whole Foods Market 1025 Gilman St,,CA,US,2020-07-17,,,,,,,general protestors,antiracism; against store's decision to ban BLM attire,1,protest,,,,,1,1,https://www.instagram.com/p/CCrcATZhGXs/,,,,,,,,,,,,,,
Kansas City,Kansas City Police Department Headquarters,,MO,US,2020-07-17,over 200,200,,200,,,Black Rainbow,"against police brutality, against use of federal law enforcement officers",1,protest,11,,,,1,1,https://www.thepitchkc.com/friday-nights-protests-over-police-brutality-and-federal-interference-spilled-into-power-light/,,,Police used pepper spray.,1,,,,,,,,,,
Nashville,Legislative Plaza,,TN,US,2020-07-17,,,,,,,general protestors,"against racism, for removal of police chief, for defunding police, for demilitarizing police, for removal of Confederate statues",1,occupation,0,0,0,0,1,1,https://www.nashvillescene.com/news/pith-in-the-wind/article/21143995/a-look-back-on-the-peoples-plaza-protest,,,,,,,,,,,,,,
San Francisco,Sloat and the Great Hwy. to Lincoln Ave.,,CA,US,2020-07-17,,,,,,,The Justice Kids,antiracism; justice for Elijah McClain,1,protest,,,,,1,1,https://www.instagram.com/p/CCXOvixB6mC/,,,,,,,,,,,,,,
Los Gatos,Main St and N Santa Cruz Ave,,CA,US,2020-07-17,approximately 100,100,,100,,,general protestors,antiracism; against police brutality,1,protest,,,,,1,1,https://www.msn.com/en-us/news/us/blm-protest-in-los-gatos-leads-to-gridlock-on-hwy-17/ar-BB16W9dV,,,,,,,,,,,,,,
Oakland,San Antonio Park,,CA,US,2020-07-17,,,,,,,local youth; Vertical Skillz,antiracism; seek racial justice,1,rally,,,,,1,1,https://www.instagram.com/p/CCsPWPalFLe/,,,,,,,,,,,,,,
Nashville,Legislative Plaza,,TN,US,2020-07-18,,,,,,,general protestors,"against racism, for removal of police chief, for defunding police, for demilitarizing police, for removal of Confederate statues",1,occupation,0,0,0,0,1,1,https://www.nashvillescene.com/news/pith-in-the-wind/article/21143995/a-look-back-on-the-peoples-plaza-protest,,,,,,,,,,,,,,
Santa Cruz,Clocktower,,CA,US,2020-07-18,,,,,,,general protestors,antiracism; seek racial justice,1,protest,,,,,1,1,https://www.instagram.com/p/CCY_hh5hw5X/,,,,,,,,,,,,,,
Walnut Creek,Arbolado Park,,CA,US,2020-07-18,,,,,,,Bay Area Grassroots,anitracism; raise awareness about racism within school district,1,rally,,,,,1,1,https://www.instagram.com/p/CCIcfiihe9U/,,,,,,,,,,,,,,
Williamsburg,Merchants Square,,VA,US,2020-07-18,,,,,,,general protesters,"against racism, against police brutality",1,protest,,,,,1,1,https://www.wtkr.com/sports/tribe-sprinter-felecia-hayes-hosts-protests-every-week-for-4-months-straight,,,,,,,,,,,,,,
Fort Edward,,,NY,US,2020-07-19,upward of 350,350,,350,,,general protestors,BLM,1,protest,,,,,1,1,https://poststar.com/news/local/fort-edward-blm-rally-postponed-again/article_5dad8471-f94b-5c20-96cf-9d87c556f012.html,,,,,,,,,,,,,,
Los Gatos,Santa Cruz Ave and Main St,,CA,US,2020-07-19,approximately 100; about 200,100,,200,,,Black Lives Matter,antiracism; against white supremacy,1,protest,0,0,0,0,1,1,https://www.instagram.com/p/CCo9IWXB-_1/,https://www.nbcbayarea.com/news/local/south-bay/blm-supporters-and-counter-protesters-gather-in-los-gatos/2328833/,https://www.mercurynews.com/2020/07/19/black-lives-matter-rally-draws-counterprotestors-in-los-gatos/,,,,,,,,,,,,
Nashville,Legislative Plaza,,TN,US,2020-07-19,,,,,,,general protestors,"against racism, for removal of police chief, for defunding police, for demilitarizing police, for removal of Confederate statues",1,occupation,0,0,0,0,1,1,https://www.nashvillescene.com/news/pith-in-the-wind/article/21143995/a-look-back-on-the-peoples-plaza-protest,,,,,,,,,,,,,,
San Francisco,Raoul Wallenberg High School,,CA,US,2020-07-19,,,,,,,Every28 Foundation,antiracism; defund the police,1,protest,,,,,1,1,https://sf.funcheap.com/disband-sfpd-peaceful-protest-rally/,https://www.eastbaytimes.com/2020/07/20/brentwood-woman-hosts-talk-on-racism-on-tuesday/,,,,,,,,,,,,,
Vacaville,Police Department to downtown,,CA,US,2020-07-19,,,,,,,general protestors,antiracism; commemorate Black lives lost,1,vigil,,,,,1,1,https://www.instagram.com/p/CCoEQkEBHxu/,,,,,,,,,,,,,,
,,,NY (and 25 other cities),US,2020-07-20,,,,,,,general protesters,against racism and police violence ,0,nationwide mass walkout from work,,,,,,,https://www.usatoday.com/story/money/2020/07/08/workers-go-strike-black-lives-amid-reckoning-racism/5400095002/,,,,,,,,,,,,,,
Brentwood,,,PA,US,2020-07-20,about 50; between 40 and 50,50,,50,,,general protesters,"against racism, against police violence",1,march,0,0,0,0,1,1,https://www.pghcitypaper.com/pittsburgh/photos-march-in-honor-of-jonny-gammage-through-brentwood-and-whitehall/Content?oid=17687713,https://triblive.com/local/pittsburgh-allegheny/blm-protesters-march-through-brentwood-baldwin-whitehall-for-jonny-gammages-birthday/,,,,,,,,,,,,,
Mill Valley,City Hall,,CA,US,2020-07-20,about 50,50,,50,,,"MVCAN, Marin Youth 4 Justice",antiracism; seek racial justice,1,rally,0,0,0,0,1,1,https://www.instagram.com/p/CCqSgAvB3YV/,https://www.marinij.com/2020/07/21/youth-activists-organize-mill-valley-council-outdoor-sit-in/,,,,,,,,,,,,,
Nashville,Legislative Plaza,,TN,US,2020-07-20,,,,,,,general protestors,"against racism, for removal of police chief, for defunding police, for demilitarizing police, for removal of Confederate statues",1,occupation,0,0,0,0,1,1,https://www.nashvillescene.com/news/pith-in-the-wind/article/21143995/a-look-back-on-the-peoples-plaza-protest,,,,,,,,,,,,,,
Oakland,Mosswood Park,,CA,US,2020-07-20,,,,,,,general protestors,antiracism; commemorate Black lives lost,1,"protest, strike",,,,,1,1,https://www.instagram.com/p/CC2bWmyBiTG/?igshid=qbhxdiilr327,,,,,,,,,,,,,,
